CWNS_ID,DUMMY_ID,FACILITY_NAME,PERMIT_NUMBER,TOTAL_RES_POPULATION_2022,FACILITY_TYPE,CURRENT_DESIGN_FLOW,COUNTY_NAME,STATE_CODE
6000000065,6000000065,"Modesto, City of (Jennings WWTF)",['CA0079103'],204525.0,Treatment Plant,14.9,Stanislaus,CA
6000000066,6000000066,"Modesto, City of (Stormwater)",['CAS0085324'],0.0,Phase I MS4,,Stanislaus,CA
6000000068,6000000068,Oro Loma and Castro Valley Sanitary Districts (WPCP),"['CA0037869', 'CA0037559']",184091.0,Treatment Plant,20.0,Alameda,CA
6000000073,6000000073,South Orange County Wastewater Authority (Regional Treatment Plant),['CA0107611'],207450.0,Treatment Plant,12.0,Orange,CA
6000000075,6000000075t0,"San Juan Capistrano, City of (Collection: Separate Sewers)",['R9-2013-0001'],32458.0,Collection: Separate Sewers,,Orange,CA
6000000075,6000000075t1,"San Juan Capistrano, City of (Water Reuse)",['R9-2013-0001'],32458.0,Water Reuse,,Orange,CA
6000000076,6000000076,"Concord, City of (Stormwater)",['CAS612008'],0.0,Phase I MS4,,Contra Costa,CA
6000000077,6000000077,Camarillo Sanitary District (Stormwater),['R4-2010-0108'],0.0,Phase II MS4,,Ventura,CA
6000000078,6000000078,"Torrance, City of (Collection)",,132360.0,Collection: Pump Stations,,Los Angeles,CA
6000000078,6000000078t0,"Torrance, City of (Collection) (Collection: Separate Sewers)",,132360.0,Collection: Separate Sewers,,Los Angeles,CA
6000000080,6000000080t0,City of San Jose (Collection) (Collection: Interceptor Sewers),['CA0037842'],913086.0,Collection: Interceptor Sewers,,Santa Clara,CA
6000000080,6000000080t1,City of San Jose (Collection) (Collection: Separate Sewers),['CA0037842'],913086.0,Collection: Separate Sewers,,Santa Clara,CA
6000000081,6000000081,Coachella Valley Water District (Water Reclamation Plant No. 7),['R7-2022-0009'],90000.0,Collection: Pump Stations,5.0,Riverside,CA
6000000081,6000000081t0,Coachella Valley Water District (Water Reclamation Plant No. 7) (Collection: Separate Sewers),['R7-2022-0009'],90000.0,Collection: Separate Sewers,5.0,Riverside,CA
6000000081,6000000081t1,Coachella Valley Water District (Water Reclamation Plant No. 7) (Treatment Plant),['R7-2022-0009'],90000.0,Treatment Plant,5.0,Riverside,CA
6000000081,6000000081t2,Coachella Valley Water District (Water Reclamation Plant No. 7) (Water Reuse),['R7-2022-0009'],90000.0,Water Reuse,5.0,Riverside,CA
6000000082,6000000082,Coachella Valley Water District (Wastewater Reclamation Plant 10),['R7-2018-0001'],117000.0,Collection: Pump Stations,15.0,Riverside,CA
6000000082,6000000082t0,Coachella Valley Water District (Wastewater Reclamation Plant 10) (Collection: Separate Sewers),['R7-2018-0001'],117000.0,Collection: Separate Sewers,15.0,Riverside,CA
6000000082,6000000082t1,Coachella Valley Water District (Wastewater Reclamation Plant 10) (Treatment Plant),['R7-2018-0001'],117000.0,Treatment Plant,15.0,Riverside,CA
6000000082,6000000082t2,Coachella Valley Water District (Wastewater Reclamation Plant 10) (Water Reuse),['R7-2018-0001'],117000.0,Water Reuse,15.0,Riverside,CA
6000000083,6000000083,Coachella Valley Water District (Mid-Valley Water Reclamation Plant No. 4),['CA0104973'],56700.0,Collection: Pump Stations,9.9,Riverside,CA
6000000083,6000000083t0,Coachella Valley Water District (Mid-Valley Water Reclamation Plant No. 4) (Collection: Separate Sewers),['CA0104973'],56700.0,Collection: Separate Sewers,9.9,Riverside,CA
6000000083,6000000083t1,Coachella Valley Water District (Mid-Valley Water Reclamation Plant No. 4) (Treatment Plant),['CA0104973'],56700.0,Treatment Plant,9.9,Riverside,CA
6000000083,6000000083t2,Coachella Valley Water District (Mid-Valley Water Reclamation Plant No. 4) (Water Reuse),['CA0104973'],56700.0,Water Reuse,9.9,Riverside,CA
6000000084,6000000084,Coachella Valley Water District (Stormwater),['CAS617002'],0.0,Phase I MS4,,Riverside,CA
6000000085,6000000085,"Simi Valley, City of (Stormwater)",['CAS004004'],0.0,Phase I MS4,,Ventura,CA
6000000086,6000000086,"Pismo Beach, City of (Stormwater)",['2006-0003-DWQ'],0.0,Phase II MS4,,San Luis Obispo,CA
6000000087,6000000087,"Pinole, City of (Collection)",['2006-0003-DWQ'],38160.0,Collection: Separate Sewers,,Contra Costa,CA
6000000089,6000000089t0,OCWD Groundwater Replenishment System (GWRS) (Treatment Plant),['CA8000408'],966263.0,Treatment Plant,100.0,,CA
6000000089,6000000089t1,OCWD Groundwater Replenishment System (GWRS) (Water Reuse),['CA8000408'],966263.0,Water Reuse,100.0,,CA
6000000090,6000000090t0,OCWD Green Acres Project (GAP) (Treatment Plant),['R8-2002-0077'],42473.0,Treatment Plant,7.5,Orange,CA
6000000090,6000000090t1,OCWD Green Acres Project (GAP) (Water Reuse),['R8-2002-0077'],42473.0,Water Reuse,7.5,Orange,CA
6000000091,6000000091,Calera Creek Water Recycling Plant,['CA0038776'],33378.0,Collection: Pump Stations,7.0,San Mateo,CA
6000000091,6000000091t0,Calera Creek Water Recycling Plant (Collection: Separate Sewers),['CA0038776'],33378.0,Collection: Separate Sewers,7.0,San Mateo,CA
6000000091,6000000091t1,Calera Creek Water Recycling Plant (Treatment Plant),['CA0038776'],33378.0,Treatment Plant,7.0,San Mateo,CA
6000000092,6000000092,"Beverly Hills, City of (Collection)",['2006-0003-DWQ'],30861.0,Collection: Separate Sewers,,Los Angeles,CA
6000000093,6000000093,"Beverly Hills, City of (Stormwater)",['CAS004004'],0.0,Phase II MS4,,Los Angeles,CA
6000000094,6000000094,"Pacifica, City of (Stormwater)",['CAS612008'],0.0,Phase II MS4,,San Mateo,CA
6000000095,6000000095,Antioch Stormwater System,['CAS612008'],0.0,Phase I MS4,,Contra Costa,CA
6000000096,6000000096,"Manhattan Beach, City of (Collection)",['2006-0003-DWQ'],31500.0,Collection: Pump Stations,,Los Angeles,CA
6000000096,6000000096t0,"Manhattan Beach, City of (Collection) (Collection: Separate Sewers)",['2006-0003-DWQ'],31500.0,Collection: Separate Sewers,,Los Angeles,CA
6000000097,6000000097,"Manhattan Beach, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Los Angeles,CA
6000000098,6000000098,Town of Discovery Bay (Plant 2),"['2006-0003-DWQ', 'CA0078590']",14400.0,Treatment Plant,2.35,Contra Costa,CA
6000000099,6000000099,Town of Discovery Bay (Plant 1),"['CA0078590', '2006-0003-DWQ']",7200.0,Treatment Plant,2.35,Contra Costa,CA
6000000100,6000000100,Town of Discovery Bay (Collection),"['2006-0003-DWQ', 'CA0078590']",14400.0,Collection: Pump Stations,,Contra Costa,CA
6000000100,6000000100t0,Town of Discovery Bay (Collection) (Collection: Separate Sewers),"['2006-0003-DWQ', 'CA0078590']",14400.0,Collection: Separate Sewers,,Contra Costa,CA
6000000101,6000000101,"Encinitas, City of (Stormwater)",['R9-2015-0001'],0.0,Phase II MS4,,San Diego,CA
6000000102,6000000102,North City Pure Water Facility,['CA0109398'],0.0,Treatment Plant,0.0,San Diego,CA
6000000103,6000000103t0,San Diego Collection System (Collection: Combined Sewers),"['CA0107409', 'CA0109398', 'CA0109045']",2124187.0,Collection: Combined Sewers,,San Diego,CA
6000000103,6000000103,San Diego Collection System,"['CA0107409', 'CA0109398', 'CA0109045']",2124187.0,Collection: Pump Stations,,San Diego,CA
6000000104,6000000104,"Oakland, City of (Collection)",,396581.0,Collection: Separate Sewers,,Alameda,CA
6000000105,6000000105,Regional Tertiary Treatment Rapid Infiltration and Extraction Facility,['CA8000304'],403461.0,Treatment Plant,40.0,San Bernardino,CA
6000000106,6000000106,"Palmdale, City of (Collection)",,54000.0,Collection: Separate Sewers,,Los Angeles,CA
6000000107,6000000107,"Palmdale, City of (Stormwater)",['CAS000004'],0.0,Phase I MS4,,Los Angeles,CA
6000000108,6000000108,"Norco, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Riverside,CA
6000000109,6000000109,"Victorville, City of (WWTP and Collection)",['2006-0003-DWQ'],122355.0,Collection: Pump Stations,,San Bernardino,CA
6000000109,6000000109t0,"Victorville, City of (WWTP and Collection) (Collection: Separate Sewers)",['2006-0003-DWQ'],122355.0,Collection: Separate Sewers,,San Bernardino,CA
6000000112,6000000112t0,"Lancaster, City of (Collection) (Collection: Separate Sewers)",['2006-0003-DWQ'],22500.0,Collection: Separate Sewers,,Los Angeles,CA
6000000112,6000000112t1,"Lancaster, City of (Collection) (Water Reuse)",['2006-0003-DWQ'],22500.0,Water Reuse,,Los Angeles,CA
6000000113,6000000113,"Lancaster, City of (Stormwater)",['CAS000004'],0.0,Phase I MS4,,Los Angeles,CA
6000000114,6000000114,Point Isabel WWF,['CA0038440'],0.0,Treatment Plant,100.0,Alameda,CA
6000000115,6000000115,San Antonio Creek WWF,['CA0038440'],0.0,Treatment Plant,51.0,Alameda,CA
6000000116,6000000116,Oakport WWF,['CA0038440'],0.0,Treatment Plant,158.0,Alameda,CA
6000000117,6000000117,Advanced Water Purification Facility,['R4-2011-0079'],74519.0,Treatment Plant,18.75,Ventura,CA
6000000118,6000000118,"Oxnard, City of Stormwater",['CAS004002'],0.0,Phase I MS4,,Ventura,CA
6000000119,6000000119,"Turlock, City of (Stormwater)",['CAS0085324'],0.0,Phase I MS4,,Stanislaus,CA
6000000120,6000000120,"Escondido, City of (Stormwater)",['CAS0109266'],0.0,Phase I MS4,,San Diego,CA
6000000121,6000000121,Elsinore Valley MWD (Collection),['CA8000027'],209610.0,Collection: Pump Stations,,Riverside,CA
6000000121,6000000121t0,Elsinore Valley MWD (Collection) (Collection: Separate Sewers),['CA8000027'],209610.0,Collection: Separate Sewers,,Riverside,CA
6000000122,6000000122,Horsethief Canyon WRF,['96-63'],10481.0,Treatment Plant,0.5,,CA
6000000123,6000000123t0,North Fresno Wastewater Reclamation Facility (Collection: Separate Sewers),['R5-2014-0162'],9000.0,Collection: Separate Sewers,1.0,Fresno,CA
6000000123,6000000123t1,North Fresno Wastewater Reclamation Facility (Treatment Plant),['R5-2014-0162'],9000.0,Treatment Plant,1.0,Fresno,CA
6000000124,6000000124t0,Santa Rosa WRF (Collection: Interceptor Sewers),['CA8000188'],41365.0,Collection: Interceptor Sewers,5.0,Riverside,CA
6000000124,6000000124,Santa Rosa WRF,['CA8000188'],41365.0,Collection: Pump Stations,5.0,Riverside,CA
6000000124,6000000124t1,Santa Rosa WRF (Treatment Plant),['CA8000188'],41365.0,Treatment Plant,5.0,Riverside,CA
6000000125,6000000125t0,Rancho California Water District (Collection) (Collection: Separate Sewers),,22500.0,Collection: Separate Sewers,,Riverside,CA
6000000125,6000000125t1,Rancho California Water District (Collection) (Water Reuse),,22500.0,Water Reuse,,Riverside,CA
6000000126,6000000126,"Rancho Palos Verdes, City of (Collection)",['2006-0003-DWQ'],36000.0,Collection: Separate Sewers,,Los Angeles,CA
6000000127,6000000127,"Rancho Palos Verdes, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Los Angeles,CA
6000000128,6000000128,"Pinole, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Contra Costa,CA
6000000129,6000000129,"Dixon, City of (Stormwater)",['CAS000004'],0.0,Phase II MS4,,Solano,CA
6000000130,6000000130,"Hillsborough, Town of (Stormwater)",['2006-0003-DWQ'],0.0,Phase I MS4,,San Mateo,CA
6000000131,6000000131,"Hillsborough, Town of (Collection)",['2006-0003-DWQ'],9822.0,Collection: Combined Sewers,,San Mateo,CA
6000000132,6000000132,Rancho California Water District (Advanced Water Treatment Facility),,0.0,Treatment Plant,0.0,Riverside,CA
6000000133,6000000133,"Redding, City of (Collection)",,85500.0,Collection: Separate Sewers,,Shasta,CA
6000000134,6000000134,Town of Windsor (Stormwater),['CAS000001'],0.0,Phase II MS4,,Sonoma,CA
6000000135,6000000135,"Patterson, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Stanislaus,CA
6000000136,6000000136,"Belmont, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,San Mateo,CA
6000000137,6000000137t0,RIDGECREST WWTF (Collection: Separate Sewers),['2020-0015-DWQ'],24854.0,Collection: Separate Sewers,3.6,San Bernardino,CA
6000000137,6000000137t1,RIDGECREST WWTF (Treatment Plant),['2020-0015-DWQ'],24854.0,Treatment Plant,3.6,San Bernardino,CA
6000000138,6000000138,"Paso Robles, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,San Luis Obispo,CA
6000000139,6000000139,"Claremont, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,San Bernardino,CA
6000000140,6000000140,Sanger WWTF,['R5-2014-0004'],23400.0,Collection: Pump Stations,1.6,Fresno,CA
6000000140,6000000140t0,Sanger WWTF (Collection: Separate Sewers),['R5-2014-0004'],23400.0,Collection: Separate Sewers,1.6,Fresno,CA
6000000140,6000000140t1,Sanger WWTF (Treatment Plant),['R5-2014-0004'],23400.0,Treatment Plant,1.6,Fresno,CA
6000000141,6000000141,"Los Banos, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Merced,CA
6000000142,6000000142,"Laguna Beach, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Orange,CA
6000000143,6000000143,"Barstow, City of (Stormwater)",['2014-0057-DWQ'],0.0,Phase II MS4,,San Bernardino,CA
6000000144,6000000144,City of Sausalito,['2006-0003-DWQ'],0.0,Phase II MS4,,,CA
6000000145,6000000145,"Covina, City of",,43008.0,Collection: Separate Sewers,,Los Angeles,CA
6000000146,6000000146,Redwood City Stormwater,['2006-0003-DWQ'],0.0,Phase II MS4,,San Mateo,CA
6000000147,6000000147,"Redwood, City of",['2006-0003-DWQ'],0.0,Ground Water - Unknown Source,,San Mateo,CA
6000000148,6000000148,Alameda County,,167312.88,Onsite Wastewater Treatment System,,Alameda,CA
6000000149,6000000149,"Cerritos, City of",['CA0054011'],44449.0,Collection: Pump Stations,,Orange,CA
6000000149,6000000149t0,"Cerritos, City of (Collection: Separate Sewers)",['CA0054011'],44449.0,Collection: Separate Sewers,,Orange,CA
6000000149,6000000149t1,"Cerritos, City of (Water Reuse)",['CA0054011'],44449.0,Water Reuse,,Orange,CA
6000000150,6000000150,"Davis, City of",['CAS0085324'],0.0,Phase I MS4,,Yolo,CA
6000000151,6000000151,"Cerritos, city of ",['CAS004004'],0.0,Phase I MS4,,Orange,CA
6000000153,6000000153t0,West Valley WRF (Collection: Separate Sewers),['R7-2020-0011'],0.0,Collection: Separate Sewers,0.0,Riverside,CA
6000000153,6000000153t1,West Valley WRF (Treatment Plant),['R7-2020-0011'],0.0,Treatment Plant,0.0,Riverside,CA
6000000154,6000000154t0,Ridgecrest New WWTP (Collection: Separate Sewers),['6-00-56'],0.0,Collection: Separate Sewers,0.0,Kern,CA
6000000154,6000000154t1,Ridgecrest New WWTP (Treatment Plant),['6-00-56'],0.0,Treatment Plant,0.0,Kern,CA
6000000155,6000000155,"Monterey Park, City of",,54537.0,Collection: Separate Sewers,,Los Angeles,CA
6000000156,6000000156,"Monterey park, City of",,0.0,Phase I MS4,,Los Angeles,CA
6000000157,6000000157,"Gilroy, City of (Collection)",['CA0049964'],49500.0,Collection: Separate Sewers,,Santa Clara,CA
6000000158,6000000158,"Gilroy, City of",['CAS612008'],0.0,Phase I MS4,,Santa Clara,CA
6000000159,6000000159,Silviculture related to Wildfire,,0.0,Silviculture,,Shasta,CA
6000000161,6000000161,"Redondo Beach, City of",,59400.0,Collection: Separate Sewers,,Los Angeles,CA
6000000162,6000000162,"Redondo Beach, City of",,0.0,Phase I MS4,,Los Angeles,CA
6000000163,6000000163,"San Bruno, City of",,0.0,Phase I MS4,,San Mateo,CA
6000000165,6000000165t0,North of River Sanitary District (Collection: Interceptor Sewers),['CAL000443'],55800.0,Collection: Interceptor Sewers,7.5,Kern,CA
6000000165,6000000165t1,North of River Sanitary District (Collection: Separate Sewers),['CAL000443'],55800.0,Collection: Separate Sewers,7.5,Kern,CA
6000000165,6000000165t2,North of River Sanitary District (Treatment Plant),['CAL000443'],55800.0,Treatment Plant,7.5,Kern,CA
6000000166,6000000166,"La Mesa, City of",,0.0,Phase II MS4,,San Diego,CA
6000000167,6000000167,"La Mesa, City of",,54187.0,Collection: Separate Sewers,,San Diego,CA
6000000168,6000000168,City of Alhambra,['2006-0003-DWQ'],81000.0,Collection: Pump Stations,,Los Angeles,CA
6000000168,6000000168t0,City of Alhambra (Collection: Separate Sewers),['2006-0003-DWQ'],81000.0,Collection: Separate Sewers,,Los Angeles,CA
6000000169,6000000169,San Francisco Estuary,,0.0,Estuary Management,,Alameda,CA
6000000170,6000000170,West Bay Sanitary District,,72000.0,Collection: Separate Sewers,,San Mateo,CA
6000000171,6000000171t0,Silicon Valley Clean Water  (Collection: Separate Sewers),['CA0038369'],251100.0,Collection: Separate Sewers,29.0,San Mateo,CA
6000000171,6000000171t1,Silicon Valley Clean Water  (Treatment Plant),['CA0038369'],251100.0,Treatment Plant,29.0,San Mateo,CA
6000000171,6000000171t2,Silicon Valley Clean Water  (Water Reuse),['CA0038369'],251100.0,Water Reuse,29.0,San Mateo,CA
6000000172,6000000172,Santa Cruz County Sanitary District,,0.0,Phase II MS4,,Santa Cruz,CA
6000000173,6000000173,"San Gabriel, City of",,36097.0,Collection: Separate Sewers,,Los Angeles,CA
6000000174,6000000174t0,"Porterville, City of  (Collection: Separate Sewers)",['R5-2008-0034'],53150.0,Collection: Separate Sewers,8.0,Tulare,CA
6000000174,6000000174t1,"Porterville, City of  (Treatment Plant)",['R5-2008-0034'],53150.0,Treatment Plant,8.0,Tulare,CA
6000000175,6000000175,"Porterville, City of",,0.0,Phase II MS4,,Tulare,CA
6000000176,6000000176,"La Verne, City of",['2006-0003-DWQ'],28249.0,Collection: Separate Sewers,,Los Angeles,CA
6000000177,6000000177,"Poway, City of",,44802.0,Collection: Separate Sewers,,San Diego,CA
6000000178,6000000178,"Poway, City of",,0.0,Phase II MS4,,San Diego,CA
6000000179,6000000179,"Contrs Costa, County of",,0.0,Phase I MS4,,Contra Costa,CA
6000000180,6000000180,Menlo Park,,0.0,Phase II MS4,,San Mateo,CA
6000000181,6000000181t0,"Adelanto, City of (Collection: Separate Sewers)",['R6V-2013-0058'],30814.0,Collection: Separate Sewers,4.0,San Bernardino,CA
6000000181,6000000181t1,"Adelanto, City of (Treatment Plant)",['R6V-2013-0058'],30814.0,Treatment Plant,4.0,San Bernardino,CA
6000000182,6000000182,"Tracy, City of",,0.0,Phase I MS4,,San Joaquin,CA
6000000183,6000000183,"Whittier, City of",,75600.0,Collection: Separate Sewers,,Los Angeles,CA
6000000184,6000000184,"Norwalk, City of",,93600.0,Collection: Separate Sewers,,Los Angeles,CA
6000000185,6000000185,"Santa Barbara, City of",,0.0,Phase I MS4,,Santa Barbara,CA
6000000186,6000000186,"San Pablo, City of",,0.0,Phase II MS4,,Contra Costa,CA
6000000187,6000000187,"San Diego, County of",,0.0,Phase I MS4,,San Diego,CA
6000000188,6000000188,"Fairfield, City of",,0.0,Phase II MS4,,Solano,CA
6000000189,6000000189,"Suisun, City of",,0.0,Phase II MS4,,Solano,CA
6000000190,6000000190t0,Morro Bay Estuary (Agriculture - Animals),,0.0,Agriculture - Animals,,San Luis Obispo,CA
6000000190,6000000190t1,Morro Bay Estuary (Estuary Management),,0.0,Estuary Management,,San Luis Obispo,CA
6000000190,6000000190t2,Morro Bay Estuary (Marinas),,0.0,Marinas,,San Luis Obispo,CA
6000000191,6000000191,Santa Monica Estuary,,0.0,Estuary Management,,Los Angeles,CA
6000000192,6000000192,Livermore Village Remediation ,,0.0,Ground Water - Unknown Source,,Alameda,CA
6000000194,6000000194,"El Cajon, City of",,0.0,Phase I MS4,,San Diego,CA
6000000195,6000000195t0,Ventura Advanced Purification Facility (Treatment Plant),,0.0,Treatment Plant,0.0,Ventura,CA
6000000195,6000000195t1,Ventura Advanced Purification Facility (Water Reuse),,0.0,Water Reuse,0.0,Ventura,CA
6000000196,6000000196,Los Angeles County,['CAS004004'],0.0,Phase I MS4,,Los Angeles,CA
6000000197,6000000197,West Valley Sanitation District,,99000.0,Collection: Separate Sewers,,Santa Clara,CA
6000000198,6000000198,"Alameda, County of ",,0.0,Phase I MS4,,Alameda,CA
6000000199,6000000199,"Santa Clara, County of",['CAS612008'],0.0,Phase I MS4,,Santa Clara,CA
6000000200,6000000200,"San Mateo, County of",['CAS612008'],0.0,Phase I MS4,,San Mateo,CA
6000000201,6000000201,"Pomona, City of",,136542.0,Collection: Separate Sewers,,San Bernardino,CA
6000000202,6000000202,"Pomona, City of",,0.0,Phase I MS4,,San Bernardino,CA
6000000203,6000000203,Irvine Ranch Water District ,,576124.0,Collection: Separate Sewers,,Orange,CA
6000000204,6000000204,"Marin, County of",,0.0,Phase I MS4,,Marin,CA
6000000205,6000000205,"Daly City, City of",,0.0,Phase I MS4,,San Mateo,CA
6000000206,6000000206,"Burlingame, City of (Stormwater)",['CAS612008'],0.0,Phase II MS4,,San Mateo,CA
6000000208,6000000208,"Arroyo Grande, City of",,0.0,Phase II MS4,,San Luis Obispo,CA
6000000209,6000000209,"Carlsbad, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,San Diego,CA
6000000210,6000000210,Lake Camanche Village Unit 6 WWTP upgrade ,['Order No. 5-01- 033'],1014.3,Onsite Wastewater Treatment System,,Amador,CA
6000000211,6000000211,"Ferndale, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Humboldt,CA
6000000212,6000000212,"Chino Hills, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,San Bernardino,CA
6000000213,6000000213,"Cypress, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Orange,CA
6000000214,6000000214,Ceres Collection System,,44100.0,Collection: Pump Stations,,Stanislaus,CA
6000000214,6000000214t0,Ceres Collection System (Collection: Separate Sewers),,44100.0,Collection: Separate Sewers,,Stanislaus,CA
6000000215,6000000215t0,Western Water Recycling Facility (Collection: Separate Sewers),['2006-0003-DWQ'],22500.0,Collection: Separate Sewers,3.0,Riverside,CA
6000000215,6000000215t1,Western Water Recycling Facility (Treatment Plant),['2006-0003-DWQ'],22500.0,Treatment Plant,3.0,Riverside,CA
6000000216,6000000216,City of Merced,['2006-0003-DWQ'],0.0,Phase II MS4,,Merced,CA
6000000217,6000000217,"Ceres, city of",,0.0,Phase II MS4,,Stanislaus,CA
6000000218,6000000218,"Colverdale, City of ",['2006-0003-DWQ'],0.0,Phase II MS4,,Sonoma,CA
6000000219,6000000219,"Victorville, City of ",['2006-0003-DWQ'],0.0,Phase I MS4,,San Bernardino,CA
6000000220,6000000220,"Grover Beach, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,San Luis Obispo,CA
6000000221,6000000221,"Foster City, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,San Mateo,CA
6000000222,6000000222,"Fountain Valley, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Orange,CA
6000000223,6000000223,"Fullerton, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Orange,CA
6000000224,6000000224,"East Palo Alto, city of",,0.0,Phase II MS4,,San Mateo,CA
6000000225,6000000225,"Galt, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Sacramento,CA
6000000226,6000000226,Fortuna Stormwater,['CA 2006-003-DWQ'],0.0,Phase II MS4,,Humboldt,CA
6000000227,6000000227,"Orange, City of (Stormwater)",['CAS000001'],0.0,Phase II MS4,,Orange,CA
6000000228,6000000228,Hanford Stormwater,['2006-003-DWQ'],0.0,Phase I MS4,,Kings,CA
6000000229,6000000229,Hesperia Stormwater,['2006-003-DWQ'],0.0,Phase II MS4,,San Bernardino,CA
6000000230,6000000230,Lodi Stormwater,['2006-0003-DWQ'],0.0,Phase II MS4,,San Joaquin,CA
6000000231,6000000231,Alpine County,,133.56,Onsite Wastewater Treatment System,,Alpine,CA
6000000232,6000000232,Amador County,,4009.32,Onsite Wastewater Treatment System,,Amador,CA
6000000233,6000000233,Butte County,,21787.92,Onsite Wastewater Treatment System,,Butte,CA
6000000234,6000000234,Calaveras County,,5292.0,Onsite Wastewater Treatment System,,Calaveras,CA
6000000235,6000000235,Colusa County,,2177.28,Onsite Wastewater Treatment System,,Colusa,CA
6000000236,6000000236,Contra Costa County,,117028.8,Onsite Wastewater Treatment System,,Contra Costa,CA
6000000237,6000000237,Del Norte County,,2749.32,Onsite Wastewater Treatment System,,Del Norte,CA
6000000238,6000000238,El Dorado County,,19421.64,Onsite Wastewater Treatment System,,El Dorado,CA
6000000239,6000000239,Fresno County,,100316.16,Onsite Wastewater Treatment System,,Fresno,CA
6000000240,6000000240,Glenn County,,2915.64,Onsite Wastewater Treatment System,,Glenn,CA
6000000241,6000000241,Humboldt County,,13103.17,Onsite Wastewater Treatment System,,Humboldt,CA
6000000242,6000000242,Imperial County,,18126.36,Onsite Wastewater Treatment System,,Imperial,CA
6000000243,6000000243,Inyo County,,1879.92,Onsite Wastewater Treatment System,,Inyo,CA
6000000244,6000000244,Kern County,,93010.68,Onsite Wastewater Treatment System,,Kern,CA
6000000245,6000000245,Kings County,,15188.04,Onsite Wastewater Treatment System,,Kings,CA
6000000246,6000000246,Lake County,,6773.76,Onsite Wastewater Treatment System,,Lake,CA
6000000247,6000000247,Lassen County,,3296.16,Onsite Wastewater Treatment System,,Lassen,CA
6000000248,6000000248,Los Angeles County,,1001964.6,Onsite Wastewater Treatment System,,Los Angeles,CA
6000000249,6000000249,Madera County,,15631.56,Onsite Wastewater Treatment System,,Madera,CA
6000000250,6000000250,Marin County,,26530.56,Onsite Wastewater Treatment System,,Marin,CA
6000000251,6000000251,Mariposa County,,1680.84,Onsite Wastewater Treatment System,,Mariposa,CA
6000000252,6000000252,Mendocino County,,9273.6,Onsite Wastewater Treatment System,,Mendocino,CA
6000000253,6000000253,Merced County,,27914.04,Onsite Wastewater Treatment System,,Merced,CA
6000000254,6000000254,Modoc County,,871.92,Onsite Wastewater Treatment System,,Modoc,CA
6000000255,6000000255,Mono County,,1328.04,Onsite Wastewater Treatment System,,Mono,CA
6000000256,6000000256,Monterey County Decentralized,,44624.16,Onsite Wastewater Treatment System,,Monterey,CA
6000000257,6000000257,Napa County,,18848.34,Onsite Wastewater Treatment System,,Napa,CA
6000000258,6000000258,Nevada County,,10329.48,Onsite Wastewater Treatment System,,Nevada,CA
6000000259,6000000259,Orange County,,318291.12,Onsite Wastewater Treatment System,,Orange,CA
6000000260,6000000260,Placer County,,40032.72,Onsite Wastewater Treatment System,,Placer,CA
6000000261,6000000261,Plumas County,,1963.08,Onsite Wastewater Treatment System,,Plumas,CA
6000000262,6000000262,Riverside County,,240932.16,Onsite Wastewater Treatment System,,Riverside,CA
6000000263,6000000263,Sacramento County,,157177.44,Onsite Wastewater Treatment System,,Sacramento,CA
6000000264,6000000264,San Benito County,,6332.76,Onsite Wastewater Treatment System,,San Benito,CA
6000000265,6000000265,San Bernardino County,,217108.08,Onsite Wastewater Treatment System,,San Bernardino,CA
6000000266,6000000266,San Diego County,,329631.12,Onsite Wastewater Treatment System,,San Diego,CA
6000000267,6000000267,San Francisco County,,86592.24,Onsite Wastewater Treatment System,,San Francisco,CA
6000000268,6000000268,San Joaquin County,,77139.72,Onsite Wastewater Treatment System,,San Joaquin,CA
6000000269,6000000269,San Luis Obispo County,,28276.92,Onsite Wastewater Treatment System,,San Luis Obispo,CA
6000000270,6000000270,San Mateo County,,76247.64,Onsite Wastewater Treatment System,,San Mateo,CA
6000000271,6000000271,Santa Barbara County,,44765.28,Onsite Wastewater Treatment System,,Santa Barbara,CA
6000000272,6000000272,Santa Clara County,,193203.36,Onsite Wastewater Treatment System,,Santa Clara,CA
6000000273,6000000273,Santa Cruz County,,27213.48,Onsite Wastewater Treatment System,,Santa Cruz,CA
