CWNS_ID,DUMMY_ID,FACILITY_NAME,PERMIT_NUMBER,TOTAL_RES_POPULATION_2022,FACILITY_TYPE,CURRENT_DESIGN_FLOW,COUNTY_NAME,STATE_CODE
6002012001,6002012001t0,Palo Alto Regional WQCP (Collection: Separate Sewers),['CA0037834'],164714.0,Collection: Separate Sewers,39.0,Santa Clara,CA
6002012001,6002012001t1,Palo Alto Regional WQCP (Treatment Plant),['CA0037834'],164714.0,Treatment Plant,39.0,Santa Clara,CA
6002012001,6002012001t2,Palo Alto Regional WQCP (Water Reuse),['CA0037834'],164714.0,Water Reuse,39.0,Santa Clara,CA
6002015001,6002015001t0,SASM WWTF (Collection: Separate Sewers),['CA0037711'],30981.0,Collection: Separate Sewers,3.6,Marin,CA
6002015001,6002015001t1,SASM WWTF (Treatment Plant),['CA0037711'],30981.0,Treatment Plant,3.6,Marin,CA
6002016001,6002016001,"Redwood City, City of",['2006-0003-DWQ'],76455.0,Collection: Pump Stations,,San Mateo,CA
6002016001,6002016001t0,"Redwood City, City of (Collection: Separate Sewers)",['2006-0003-DWQ'],76455.0,Collection: Separate Sewers,,San Mateo,CA
6002016001,6002016001t1,"Redwood City, City of (Water Reuse)",['2006-0003-DWQ'],76455.0,Water Reuse,,San Mateo,CA
6002017001,6002017001,Granada Collection System,,4936.0,Collection: Separate Sewers,,,CA
6002018001,6002018001t0,Milpitas Collection System (Collection: Separate Sewers),,63622.0,Collection: Separate Sewers,,Santa Clara,CA
6002018001,6002018001t1,Milpitas Collection System (Water Reuse),,63622.0,Water Reuse,,Santa Clara,CA
6002019001,6002019001,Santa Clara Collection System,,114436.0,Collection: Separate Sewers,,,CA
6002021001,6002021001t0,Port Costa WWTF (Collection: Separate Sewers),['CA0037885'],171.0,Collection: Separate Sewers,0.033,,CA
6002021001,6002021001t1,Port Costa WWTF (Treatment Plant),['CA0037885'],171.0,Treatment Plant,0.033,,CA
6002022001,6002022001,Bay Point/Shore Acres Coll. System,,22500.0,Collection: Separate Sewers,,Contra Costa,CA
6002023001,6002023001t0,Delta Diablo Wastewater Treatment Plant (Collection: Interceptor Sewers),['CA0038547'],187226.0,Collection: Interceptor Sewers,19.5,Contra Costa,CA
6002023001,6002023001t1,Delta Diablo Wastewater Treatment Plant (Treatment Plant),['CA0038547'],187226.0,Treatment Plant,19.5,Contra Costa,CA
6002023001,6002023001t2,Delta Diablo Wastewater Treatment Plant (Water Reuse),['CA0038547'],187226.0,Water Reuse,19.5,Contra Costa,CA
6002024001,6002024001,MOUNTAIN VIEW WWTF,['CA0037770'],19710.0,Collection: Pump Stations,3.2,Contra Costa,CA
6002024001,6002024001t0,MOUNTAIN VIEW WWTF (Collection: Separate Sewers),['CA0037770'],19710.0,Collection: Separate Sewers,3.2,Contra Costa,CA
6002024001,6002024001t1,MOUNTAIN VIEW WWTF (Treatment Plant),['CA0037770'],19710.0,Treatment Plant,3.2,Contra Costa,CA
6002025001,6002025001,Central Contra Costa WWTF,['CA0037648'],552952.0,Collection: Pump Stations,53.8,Contra Costa,CA
6002025001,6002025001t0,Central Contra Costa WWTF (Collection: Separate Sewers),['CA0037648'],552952.0,Collection: Separate Sewers,53.8,Contra Costa,CA
6002025001,6002025001t1,Central Contra Costa WWTF (Treatment Plant),['CA0037648'],552952.0,Treatment Plant,53.8,Contra Costa,CA
6002025001,6002025001t2,Central Contra Costa WWTF (Water Reuse),['CA0037648'],552952.0,Water Reuse,53.8,Contra Costa,CA
6002026001,6002026001,"Concord, City of (Collection)",,112869.0,Collection: Pump Stations,,Contra Costa,CA
6002026001,6002026001t0,"Concord, City of (Collection) (Collection: Separate Sewers)",,112869.0,Collection: Separate Sewers,,Contra Costa,CA
6002027001,6002027001,SANTA CLARA CSD #2,,22330.0,Collection: Separate Sewers,,,CA
6002028001,6002028001,SANTA CLARA CSD#3,,4562.0,Collection: Separate Sewers,,,CA
6002029001,6002029001t0,"Hayward, City of (WPCF) (Collection: Separate Sewers)",['CA0037869'],146659.0,Collection: Separate Sewers,18.5,Alameda,CA
6002029001,6002029001t1,"Hayward, City of (WPCF) (Treatment Plant)",['CA0037869'],146659.0,Treatment Plant,18.5,Alameda,CA
6002029001,6002029001t2,"Hayward, City of (WPCF) (Water Reuse)",['CA0037869'],146659.0,Water Reuse,18.5,Alameda,CA
6002030001,6002030001t0,Richmond Municipal Sewer District Water Pollution Control Plant (Collection: Separate Sewers),['CA0038539'],96564.0,Collection: Separate Sewers,16.0,Contra Costa,CA
6002030001,6002030001t1,Richmond Municipal Sewer District Water Pollution Control Plant (Treatment Plant),['CA0038539'],96564.0,Treatment Plant,16.0,Contra Costa,CA
6002032002,6002032002,North Point WPCP,['CA0037664'],0.0,Treatment Plant,0.0,San Francisco,CA
6002032003,6002032003,Southeast WPCP,['CA0037664'],585360.0,Treatment Plant,85.4,San Francisco,CA
6002032004,6002032004t0,Treasure Island WWTF (Collection: Separate Sewers),['CA0110116'],2250.0,Collection: Separate Sewers,2.0,Alameda,CA
6002032004,6002032004t1,Treasure Island WWTF (Treatment Plant),['CA0110116'],2250.0,Treatment Plant,2.0,Alameda,CA
6002032005,6002032005t0,Oceanside WPCP (Collection: Combined Sewers),['CA0037681'],225000.0,Collection: Combined Sewers,43.0,San Francisco,CA
6002032005,6002032005t1,Oceanside WPCP (Collection: Interceptor Sewers),['CA0037681'],225000.0,Collection: Interceptor Sewers,43.0,San Francisco,CA
6002032005,6002032005,Oceanside WPCP,['CA0037681'],225000.0,Collection: Pump Stations,43.0,San Francisco,CA
6002032005,6002032005t2,Oceanside WPCP (Treatment Plant),['CA0037681'],225000.0,Treatment Plant,43.0,San Francisco,CA
6002033001,6002033001t0,NAPA SANIT. DIST WWRF (Collection: Separate Sewers),"['2006-0003-DWQ', 'CA0037575']",74970.0,Collection: Separate Sewers,15.4,Napa,CA
6002033001,6002033001t1,NAPA SANIT. DIST WWRF (Treatment Plant),"['2006-0003-DWQ', 'CA0037575']",74970.0,Treatment Plant,15.4,Napa,CA
6002034001,6002034001,Crockett-Valona SD Coll. System,,3811.0,Collection: Separate Sewers,,,CA
6002034002,6002034002,C & H SUGAR JOINT WWTP,['CA0005240'],3811.0,Treatment Plant,1.2,,CA
6002035001,6002035001,Cupertino SD Collection System,,52391.0,Collection: Separate Sewers,,,CA
6002036001,6002036001t0,East Bay MUD Main WWTP (Collection: Interceptor Sewers),['CA0037702'],1134202.0,Collection: Interceptor Sewers,120.0,Alameda,CA
6002036001,6002036001,East Bay MUD Main WWTP,['CA0037702'],1134202.0,Collection: Pump Stations,120.0,Alameda,CA
6002036001,6002036001t1,East Bay MUD Main WWTP (Collection: Separate Sewers),['CA0037702'],1134202.0,Collection: Separate Sewers,120.0,Alameda,CA
6002036001,6002036001t2,East Bay MUD Main WWTP (Treatment Plant),['CA0037702'],1134202.0,Treatment Plant,120.0,Alameda,CA
6002036001,6002036001t3,East Bay MUD Main WWTP (Water Reuse),['CA0037702'],1134202.0,Water Reuse,120.0,Alameda,CA
6002037001,6002037001,Colma Collection System,,221.0,Collection: Separate Sewers,,,CA
6002038001,6002038001,Fairfield-Suisun Sewer District,['CA0038024'],131400.0,Collection: Pump Stations,23.7,Solano,CA
6002038001,6002038001t0,Fairfield-Suisun Sewer District (Collection: Separate Sewers),['CA0038024'],131400.0,Collection: Separate Sewers,23.7,Solano,CA
6002038001,6002038001t1,Fairfield-Suisun Sewer District (Treatment Plant),['CA0038024'],131400.0,Treatment Plant,23.7,Solano,CA
6002038001,6002038001t2,Fairfield-Suisun Sewer District (Water Reuse),['CA0038024'],131400.0,Water Reuse,23.7,Solano,CA
6002039001,6002039001,MILLBRAE MADRONE WWTF,['CA0037532'],20270.0,Collection: Pump Stations,3.0,San Mateo,CA
6002039001,6002039001t0,MILLBRAE MADRONE WWTF (Collection: Separate Sewers),['CA0037532'],20270.0,Collection: Separate Sewers,3.0,San Mateo,CA
6002039001,6002039001t1,MILLBRAE MADRONE WWTF (Treatment Plant),['CA0037532'],20270.0,Treatment Plant,3.0,San Mateo,CA
6002039001,6002039001t2,MILLBRAE MADRONE WWTF (Water Reuse),['CA0037532'],20270.0,Water Reuse,3.0,San Mateo,CA
6002040001,6002040001t0,North San Mateo County Sanitation District WWTP (Collection: Separate Sewers),['CA0037737'],114521.0,Collection: Separate Sewers,10.3,San Mateo,CA
6002040001,6002040001t1,North San Mateo County Sanitation District WWTP (Treatment Plant),['CA0037737'],114521.0,Treatment Plant,10.3,San Mateo,CA
6002040001,6002040001t2,North San Mateo County Sanitation District WWTP (Water Reuse),['CA0037737'],114521.0,Water Reuse,10.3,San Mateo,CA
6002041001,6002041001t0,San Jose/Santa Clara WPCP (Treatment Plant),['CA0037842'],1389338.0,Treatment Plant,167.0,Santa Clara,CA
6002041001,6002041001t1,San Jose/Santa Clara WPCP (Water Reuse),['CA0037842'],1389338.0,Water Reuse,167.0,Santa Clara,CA
6002042001,6002042001t0,"San Leandro, City of (WPCP) (Collection: Separate Sewers)",['CA0038881'],49500.0,Collection: Separate Sewers,0.95,,CA
6002042001,6002042001t1,"San Leandro, City of (WPCP) (Treatment Plant)",['CA0038881'],49500.0,Treatment Plant,0.95,,CA
6002043001,6002043001t0,San Mateo WWTF (Collection: Separate Sewers),['CA0037541'],155584.0,Collection: Separate Sewers,15.7,San Mateo,CA
6002043001,6002043001t1,San Mateo WWTF (Treatment Plant),['CA0037541'],155584.0,Treatment Plant,15.7,San Mateo,CA
6002044001,6002044001,San Rafael Collection System,,54611.0,Collection: Separate Sewers,,,CA
6002044004,6002044004,Central Marin San. Agency WWTF,['CA0038628'],54611.0,Treatment Plant,10.0,Contra Costa,CA
6002045001,6002045001,SANTA CLARA CSD #4 (West Valley SD),,116514.0,Collection: Separate Sewers,,,CA
6002046001,6002046001t0,SO SF-SAN BRUNO WWTF (Collection: Separate Sewers),['CA0038130'],100313.0,Collection: Separate Sewers,13.0,San Mateo,CA
6002046001,6002046001t1,SO SF-SAN BRUNO WWTF (Treatment Plant),['CA0038130'],100313.0,Treatment Plant,13.0,San Mateo,CA
6002047001,6002047001t0,VSFCD WWTF (Collection: Separate Sewers),['CA0037699'],110442.0,Collection: Separate Sewers,15.5,,CA
6002047001,6002047001t1,VSFCD WWTF (Treatment Plant),['CA0037699'],110442.0,Treatment Plant,15.5,,CA
6002049001,6002049001,Montara Collection System,['WDR 2006-0003-DWQ'],5239.0,Collection: Separate Sewers,,San Mateo,CA
6002050002,6002050002,Benicia Stormwater System,['CAS000004'],0.0,Phase II MS4,,,CA
6002052001,6002052001,Oro Loma Sanitary District (Collection),"['CA0037559', 'CA0037869']",126491.0,Collection: Separate Sewers,,Alameda,CA
6002053001,6002053001t0,Calistoga WWTP (Collection: Separate Sewers),['CA0037966'],4981.0,Collection: Separate Sewers,0.7,Napa,CA
6002053001,6002053001t1,Calistoga WWTP (Treatment Plant),['CA0037966'],4981.0,Treatment Plant,0.7,Napa,CA
6002053001,6002053001t2,Calistoga WWTP (Water Reuse),['CA0037966'],4981.0,Water Reuse,0.7,Napa,CA
6002054001,6002054001t0,American Canyon WWTF (Collection: Separate Sewers),['CA0038768'],18869.0,Collection: Separate Sewers,2.5,Solano,CA
6002054001,6002054001t1,American Canyon WWTF (Treatment Plant),['CA0038768'],18869.0,Treatment Plant,2.5,Solano,CA
6002054001,6002054001t2,American Canyon WWTF (Water Reuse),['CA0038768'],18869.0,Water Reuse,2.5,Solano,CA
6002056001,6002056001,Trestle Glen Collection System,,3726.0,Collection: Separate Sewers,,,CA
6002057001,6002057001,West County Plant,['CA0038539'],90000.0,Collection: Pump Stations,12.5,Contra Costa,CA
6002057001,6002057001t0,West County Plant (Collection: Separate Sewers),['CA0038539'],90000.0,Collection: Separate Sewers,12.5,Contra Costa,CA
6002057001,6002057001t1,West County Plant (Treatment Plant),['CA0038539'],90000.0,Treatment Plant,12.5,Contra Costa,CA
6002058001,6002058001,Sewer Authority Mid-Coastside WWTF,"['R2-00-016', 'CA0038598']",22558.0,Treatment Plant,4.0,,CA
6002060003,6002060003t0,OCEANA MARIN WWTF (Collection: Separate Sewers),['2006-0003-DWQ'],215.0,Collection: Separate Sewers,0.06,Sonoma,CA
6002060003,6002060003t1,OCEANA MARIN WWTF (Treatment Plant),['2006-0003-DWQ'],215.0,Treatment Plant,0.06,Sonoma,CA
6002060003,6002060003t2,OCEANA MARIN WWTF (Water Reuse),['2006-0003-DWQ'],215.0,Water Reuse,0.06,Sonoma,CA
6002060007,6002060007t0,Tomales WWTP (Collection: Separate Sewers),['R2-86-86 '],200.0,Collection: Separate Sewers,0.04,,CA
6002060007,6002060007t1,Tomales WWTP (Treatment Plant),['R2-86-86 '],200.0,Treatment Plant,0.04,,CA
6002061001,6002061001,Brisbane Collection System,,3240.0,Collection: Separate Sewers,,,CA
6002063001,6002063001t0,Marin Co. SD #5 WWTF (Collection: Separate Sewers),"['2006-0003-DWQ', 'CA0037753']",9450.0,Collection: Separate Sewers,0.98,Marin,CA
6002063001,6002063001t1,Marin Co. SD #5 WWTF (Treatment Plant),"['2006-0003-DWQ', 'CA0037753']",9450.0,Treatment Plant,0.98,Marin,CA
6002063002,6002063002t0,PARADISE COVE WWTF (Collection: Separate Sewers),"['2006-0003-DWQ', 'CA0037427']",387.0,Collection: Separate Sewers,0.04,Marin,CA
6002063002,6002063002t1,PARADISE COVE WWTF (Treatment Plant),"['2006-0003-DWQ', 'CA0037427']",387.0,Treatment Plant,0.04,Marin,CA
6002064001,6002064001t0,RODEO WWTF (Collection: Separate Sewers),['CA0037826'],8111.0,Collection: Separate Sewers,1.14,,CA
6002064001,6002064001t1,RODEO WWTF (Treatment Plant),['CA0037826'],8111.0,Treatment Plant,1.14,,CA
6002067001,6002067001,Pittsburg Collection System,,60964.0,Collection: Separate Sewers,,Contra Costa,CA
6002069001,6002069001t0,Sonoma Valley WWTF (Collection: Separate Sewers),['CA0037800'],30188.0,Collection: Separate Sewers,3.0,Sonoma,CA
6002069001,6002069001t1,Sonoma Valley WWTF (Treatment Plant),['CA0037800'],30188.0,Treatment Plant,3.0,Sonoma,CA
6002069001,6002069001t2,Sonoma Valley WWTF (Water Reuse),['CA0037800'],30188.0,Water Reuse,3.0,Sonoma,CA
6002071001,6002071001,Novato WWTF,['CA0037958'],51332.0,Collection: Pump Stations,7.0,Marin,CA
6002071001,6002071001t0,Novato WWTF (Collection: Separate Sewers),['CA0037958'],51332.0,Collection: Separate Sewers,7.0,Marin,CA
6002071001,6002071001t1,Novato WWTF (Treatment Plant),['CA0037958'],51332.0,Treatment Plant,7.0,Marin,CA
6002072001,6002072001t0,SAUSALITO-MARIN CITY WWTF (Collection: Separate Sewers),"['2006-0003-DWQ', 'CA0038067']",21749.0,Collection: Separate Sewers,6.0,Marin,CA
6002072001,6002072001t1,SAUSALITO-MARIN CITY WWTF (Treatment Plant),"['2006-0003-DWQ', 'CA0038067']",21749.0,Treatment Plant,6.0,Marin,CA
6002074001,6002074001t0,ST. HELENA WWTF (Collection: Separate Sewers),['CA0038016'],4847.0,Collection: Separate Sewers,0.5,,CA
6002074001,6002074001t1,ST. HELENA WWTF (Treatment Plant),['CA0038016'],4847.0,Treatment Plant,0.5,,CA
6002077001,6002077001,Emerald Lake Collection System,,2970.0,Collection: Separate Sewers,,,CA
6002079001,6002079001,Half Moon Bay Collection System,['2006-0003-DWQ'],12383.0,Collection: Separate Sewers,,San Mateo,CA
6002081001,6002081001t1,Union Sanitary District (Alvarado WWTF) (Biosolids Handling Facility),['CA0038733'],320490.0,Biosolids Handling Facility,33.0,Alameda,CA
6002081001,6002081001t0,Union Sanitary District (Alvarado WWTF) (Collection: Separate Sewers),['CA0038733'],320490.0,Collection: Separate Sewers,33.0,Alameda,CA
6002081001,6002081001t2,Union Sanitary District (Alvarado WWTF) (Treatment Plant),['CA0038733'],320490.0,Treatment Plant,33.0,Alameda,CA
6002082001,6002082001t0,BENICIA WWTF (Collection: Separate Sewers),['CA0038091'],25357.0,Collection: Separate Sewers,4.5,Contra Costa,CA
6002082001,6002082001t1,BENICIA WWTF (Treatment Plant),['CA0038091'],25357.0,Treatment Plant,4.5,Contra Costa,CA
6002082001,6002082001t2,BENICIA WWTF (Water Reuse),['CA0038091'],25357.0,Water Reuse,4.5,Contra Costa,CA
6002084001,6002084001,Stege SD Collection System,['CA0038482'],32400.0,Collection: Separate Sewers,,Contra Costa,CA
6002085001,6002085001,Homestead Valley Collection System,,2430.0,Collection: Separate Sewers,,,CA
6002090001,6002090001t0,Ironhouse WRF (Collection: Separate Sewers),['CA0085260'],39600.0,Collection: Separate Sewers,4.3,Contra Costa,CA
6002090001,6002090001t1,Ironhouse WRF (Treatment Plant),['CA0085260'],39600.0,Treatment Plant,4.3,Contra Costa,CA
6002091001,6002091001,Belmont Collection System,['2006-0003-DWQ'],24649.0,Collection: Pump Stations,,San Mateo,CA
6002091001,6002091001t0,Belmont Collection System (Collection: Separate Sewers),['2006-0003-DWQ'],24649.0,Collection: Separate Sewers,,San Mateo,CA
6002092001,6002092001t0,BOLINAS WWTF (Collection: Separate Sewers),,615.0,Collection: Separate Sewers,0.065,Marin,CA
6002092001,6002092001t1,BOLINAS WWTF (Treatment Plant),,615.0,Treatment Plant,0.065,Marin,CA
6002104001,6002104001,Estero Collection System,,28008.0,Collection: Separate Sewers,,,CA
6002107001,6002107001,Hercules Collection System,,23940.0,Collection: Separate Sewers,,,CA
6002108001,6002108001,Las Gallinas Valley Sanitary District Sewage Treatment Plant,['CA0037851'],27000.0,Collection: Pump Stations,2.92,Marin,CA
6002108001,6002108001t0,Las Gallinas Valley Sanitary District Sewage Treatment Plant (Collection: Separate Sewers),['CA0037851'],27000.0,Collection: Separate Sewers,2.92,Marin,CA
6002108001,6002108001t1,Las Gallinas Valley Sanitary District Sewage Treatment Plant (Treatment Plant),['CA0037851'],27000.0,Treatment Plant,2.92,Marin,CA
6002108001,6002108001t2,Las Gallinas Valley Sanitary District Sewage Treatment Plant (Water Reuse),['CA0037851'],27000.0,Water Reuse,2.92,Marin,CA
6002109001,6002109001,Livermore WRP,['CA0038008'],77127.0,Collection: Pump Stations,8.5,Alameda,CA
6002109001,6002109001t0,Livermore WRP (Collection: Separate Sewers),['CA0038008'],77127.0,Collection: Separate Sewers,8.5,Alameda,CA
6002109001,6002109001t1,Livermore WRP (Treatment Plant),['CA0038008'],77127.0,Treatment Plant,8.5,Alameda,CA
6002110001,6002110001,Los Altos Collection System,['2006-0003-DWQ'],29700.0,Collection: Separate Sewers,,Santa Clara,CA
6002113001,6002113001,Mountain View Collection System,['2006-0003-DWQ'],73364.0,Collection: Pump Stations,,Santa Clara,CA
6002113001,6002113001t0,Mountain View Collection System (Collection: Separate Sewers),['2006-0003-DWQ'],73364.0,Collection: Separate Sewers,,Santa Clara,CA
6002118001,6002118001t0,Ellis Creek WRF (Collection: Separate Sewers),['CA0037810'],55406.0,Collection: Separate Sewers,6.7,Sonoma,CA
6002118001,6002118001t1,Ellis Creek WRF (Treatment Plant),['CA0037810'],55406.0,Treatment Plant,6.7,Sonoma,CA
6002118001,6002118001t2,Ellis Creek WRF (Water Reuse),['CA0037810'],55406.0,Water Reuse,6.7,Sonoma,CA
6002120001,6002120001t0,Pinole-Hercules Water Pollution Control Plant (Collection: Separate Sewers),['CA0037796'],79780.0,Collection: Separate Sewers,4.06,,CA
6002120001,6002120001t1,Pinole-Hercules Water Pollution Control Plant (Treatment Plant),['CA0037796'],79780.0,Treatment Plant,4.06,,CA
6002121001,6002121001t0,City of Pleasanton Collections (Collection: Separate Sewers),['2006-0003-DWQ'],67888.0,Collection: Separate Sewers,17.0,Alameda,CA
6002121001,6002121001t1,City of Pleasanton Collections (Treatment Plant),['2006-0003-DWQ'],67888.0,Treatment Plant,17.0,Alameda,CA
6002122001,6002122001,San Carlos Muni. Sewer District,['2006-0003-DWQ'],28067.0,Collection: Separate Sewers,,San Mateo,CA
6002123001,6002123001t0,S.F. International Airport WQCP (Collection: Separate Sewers),['CA0038318'],1.0,Collection: Separate Sewers,2.2,,CA
6002123001,6002123001t1,S.F. International Airport WQCP (Treatment Plant),['CA0038318'],1.0,Treatment Plant,2.2,,CA
6002125001,6002125001,S BAYSIDE WWTP,['CA0038369'],132161.0,Treatment Plant,29.0,,CA
6002125002,6002125002,South Bayside System Collection Sys,['CA0038369'],20.0,Collection: Separate Sewers,,,CA
6002127001,6002127001t0,YOUNTVILLE-VETERANS WWTF (Collection: Separate Sewers),['CA0038121'],2970.0,Collection: Separate Sewers,0.55,,CA
6002127001,6002127001t1,YOUNTVILLE-VETERANS WWTF (Treatment Plant),['CA0038121'],2970.0,Treatment Plant,0.55,,CA
6002127001,6002127001t2,YOUNTVILLE-VETERANS WWTF (Water Reuse),['CA0038121'],2970.0,Water Reuse,0.55,,CA
6002151001,6002151001,Almonte Collection System,,1371.0,Collection: Separate Sewers,,,CA
6002152001,6002152001,Alto Collection System,,1080.0,Collection: Separate Sewers,,Marin,CA
6002155001,6002155001t0,S. MARIN SUBREG OUTFALL (Collection: Separate Sewers),['CA0037711'],26100.0,Collection: Separate Sewers,3.6,,CA
6002155001,6002155001t1,S. MARIN SUBREG OUTFALL (Treatment Plant),['CA0037711'],26100.0,Treatment Plant,3.6,,CA
6002156001,6002156001,Tamalpais Valley Collection System,"['2006-0003-DWQ', 'CA0037711', 'CA0038067']",11098.0,Collection: Separate Sewers,,Marin,CA
6002157001,6002157001,"Foster City, City of (Collection)",['2006-0003-DWQ'],31008.0,Collection: Pump Stations,,San Mateo,CA
6002157001,6002157001t0,"Foster City, City of (Collection) (Collection: Separate Sewers)",['2006-0003-DWQ'],31008.0,Collection: Separate Sewers,,San Mateo,CA
6002158001,6002158001,San Bruno Collection System,,39056.0,Collection: Separate Sewers,,San Mateo,CA
6002166001,6002166001t0,LOG CABIN RANCH WWTF (Collection: Separate Sewers),,210.0,Collection: Separate Sewers,0.036,,CA
6002166001,6002166001t1,LOG CABIN RANCH WWTF (Treatment Plant),,210.0,Treatment Plant,0.036,,CA
6002174001,6002174001,Albany Collection System,['2006-0003-DWQ'],16609.0,Collection: Separate Sewers,,Contra Costa,CA
6002175001,6002175001,Alameda Collection System,,68831.0,Collection: Separate Sewers,,Alameda,CA
6002176001,6002176001,Piedmont Collection System,,10143.0,Collection: Separate Sewers,,,CA
6003002001,6003002001,Santa Ynez WW Collection System,,4256.0,Collection: Separate Sewers,,,CA
6003003001,6003003001t0,Lake Cachuma County Park WWTF (Collection: Separate Sewers),['NO. R3-2002-0012'],0.0,Collection: Separate Sewers,0.006,,CA
6003003001,6003003001t1,Lake Cachuma County Park WWTF (Treatment Plant),['NO. R3-2002-0012'],0.0,Treatment Plant,0.006,,CA
6003004001,6003004001t0,San Luis Obispo WRF (Collection: Separate Sewers),['CA0049224'],40960.0,Collection: Separate Sewers,5.1,San Luis Obispo,CA
6003004001,6003004001t1,San Luis Obispo WRF (Treatment Plant),['CA0049224'],40960.0,Treatment Plant,5.1,San Luis Obispo,CA
6003005001,6003005001t0,ATASCADERO WWTF (Collection: Separate Sewers),['CAL010561'],12600.0,Collection: Separate Sewers,1.4,,CA
6003005001,6003005001t1,ATASCADERO WWTF (Treatment Plant),['CAL010561'],12600.0,Treatment Plant,1.4,,CA
6003008001,6003008001t0,SCOTTS VALLEY WWTF (Collection: Separate Sewers),['CA0048828'],11008.0,Collection: Separate Sewers,1.5,,CA
6003008001,6003008001t1,SCOTTS VALLEY WWTF (Treatment Plant),['CA0048828'],11008.0,Treatment Plant,1.5,,CA
6003009001,6003009001t0,SOLEDAD WWTF (Collection: Separate Sewers),,24994.0,Collection: Separate Sewers,5.5,,CA
6003009001,6003009001t1,SOLEDAD WWTF (Treatment Plant),,24994.0,Treatment Plant,5.5,,CA
6003010001,6003010001t0,SANTA CRUZ WWTF (Collection: Separate Sewers),['CA0048194'],75026.0,Collection: Separate Sewers,17.0,Santa Cruz,CA
6003010001,6003010001t1,SANTA CRUZ WWTF (Treatment Plant),['CA0048194'],75026.0,Treatment Plant,17.0,Santa Cruz,CA
6003012001,6003012001t0,Monterey One Water (Regional WWTP and Advanced Water Purification Facility) (Collection: Interceptor Sewers),['CA0048551'],409354.0,Collection: Interceptor Sewers,29.6,Monterey,CA
6003012001,6003012001t1,Monterey One Water (Regional WWTP and Advanced Water Purification Facility) (Collection: Separate Sewers),['CA0048551'],409354.0,Collection: Separate Sewers,29.6,Monterey,CA
6003012001,6003012001t2,Monterey One Water (Regional WWTP and Advanced Water Purification Facility) (Treatment Plant),['CA0048551'],409354.0,Treatment Plant,29.6,Monterey,CA
6003012001,6003012001t3,Monterey One Water (Regional WWTP and Advanced Water Purification Facility) (Water Reuse),['CA0048551'],409354.0,Water Reuse,29.6,Monterey,CA
6003014001,6003014001t0,Morro Bay Cayucos WWTF (Collection: Separate Sewers),['CA0047881'],9787.0,Collection: Separate Sewers,2.36,San Luis Obispo,CA
6003014001,6003014001t1,Morro Bay Cayucos WWTF (Treatment Plant),['CA0047881'],9787.0,Treatment Plant,2.36,San Luis Obispo,CA
6003014001,6003014001t2,Morro Bay Cayucos WWTF (Water Reuse),['CA0047881'],9787.0,Water Reuse,2.36,San Luis Obispo,CA
6003016001,6003016001t0,BUELLTON WWTF (Collection: Separate Sewers),,3456.0,Collection: Separate Sewers,0.65,Santa Barbara,CA
6003016001,6003016001t1,BUELLTON WWTF (Treatment Plant),,3456.0,Treatment Plant,0.65,Santa Barbara,CA
6003017001,6003017001t0,Carmel Area Wastewater Treatment Plant (Collection: Separate Sewers),['CA0047996'],19917.0,Collection: Separate Sewers,3.0,Monterey,CA
6003017001,6003017001t1,Carmel Area Wastewater Treatment Plant (Treatment Plant),['CA0047996'],19917.0,Treatment Plant,3.0,Monterey,CA
6003018001,6003018001,CASTROVILLE WWTF,['2006-0003-DWQ'],5670.0,Collection: Separate Sewers,,Monterey,CA
6003019001,6003019001t0,CHUALAR TREATMENT PONDS (Collection: Separate Sewers),['CA0049981'],1067.0,Collection: Separate Sewers,0.08,,CA
6003019001,6003019001t1,CHUALAR TREATMENT PONDS (Treatment Plant),['CA0049981'],1067.0,Treatment Plant,0.08,,CA
6003020001,6003020001,Freedom Collection System,,6192.0,Collection: Separate Sewers,,Santa Cruz,CA
6003021001,6003021001t0,Goleta Sanitary District Water Resource Recovery Facility (Collection: Separate Sewers),['CA0048160'],74129.0,Collection: Separate Sewers,9.8,Santa Barbara,CA
6003021001,6003021001t1,Goleta Sanitary District Water Resource Recovery Facility (Treatment Plant),['CA0048160'],74129.0,Treatment Plant,9.8,Santa Barbara,CA
6003021001,6003021001t2,Goleta Sanitary District Water Resource Recovery Facility (Water Reuse),['CA0048160'],74129.0,Water Reuse,9.8,Santa Barbara,CA
6003022001,6003022001t0,GREENFIELD WWTF (Collection: Separate Sewers),['R3-2002-0062'],15727.0,Collection: Separate Sewers,1.0,Monterey,CA
6003022001,6003022001t1,GREENFIELD WWTF (Treatment Plant),['R3-2002-0062'],15727.0,Treatment Plant,1.0,Monterey,CA
6003026001,6003026001,Pajaro Collection System,,3158.0,Collection: Separate Sewers,,,CA
6003027001,6003027001,PASO ROBLES WWTP,['CA0047953'],34557.0,Collection: Pump Stations,4.9,San Luis Obispo,CA
6003027001,6003027001t0,PASO ROBLES WWTP (Collection: Separate Sewers),['CA0047953'],34557.0,Collection: Separate Sewers,4.9,San Luis Obispo,CA
6003027001,6003027001t1,PASO ROBLES WWTP (Treatment Plant),['CA0047953'],34557.0,Treatment Plant,4.9,San Luis Obispo,CA
6003028001,6003028001t0,"Pismo Beach, City of (Collection & WWTF) (Collection: Separate Sewers)","['2006-0003-DWQ', 'CA0048151']",7743.0,Collection: Separate Sewers,1.9,San Luis Obispo,CA
