"CWNS_ID","FACILITY_ID","STATE_CODE","COST_METHOD","FACILITY_DOCUMENT_CET_ID","FACILITY_DOCUMENT_COST_ID","CONSTRUCTION_TYPE","SIZING_METHOD","COUNTY_ID","COUNTY_NAME","NUM_HOME_SERVED","POP_SERVED","POP_PER_HOUSEHOLD"
"51000010038",3540881,VA,Decentralized,9489,44160,New,Number of Homes Served,2774,Dickenson,481,,2.47
"51000010166",3541159,VA,Decentralized,9491,44164,Replace,Number of Homes Served,2774,Dickenson,225,,2.47
"51000010157",3541149,VA,Decentralized,9494,44172,Replace,Number of Homes Served,2775,Dinwiddie,429,,2.66
"51000010029",3540856,VA,Decentralized,9492,44169,New,Number of Homes Served,2775,Dinwiddie,1857,,2.66
"51000010107",3541847,VA,Decentralized,9497,44177,New,Number of Homes Served,2776,Essex,926,,2.38
"51000010231",3542082,VA,Decentralized,9498,44180,Replace,Number of Homes Served,2776,Essex,225,,2.38
"51000010043",3541167,VA,Decentralized,10021,46711,New,Number of Homes Served,2777,Fairfax,2903,,2.87
"51000010171",3541486,VA,Decentralized,10042,47038,Replace,Number of Homes Served,2777,Fairfax,1242,,2.87
"51000010216",3541878,VA,Decentralized,9501,44191,Replace,Number of Homes Served,2778,Fauquier,2490,,2.82
"51000010091",3541825,VA,Decentralized,9500,44189,New,Number of Homes Served,2778,Fauquier,3946,,2.82
"51000010063",3541480,VA,Decentralized,9502,44192,New,Number of Homes Served,2779,Floyd,1957,,2.4
"51000010191",3541507,VA,Decentralized,9503,44193,Replace,Number of Homes Served,2779,Floyd,205,,2.4
"51000010103",3541843,VA,Decentralized,9505,44194,New,Number of Homes Served,2780,Fluvanna,1977,,2.55
"51000010227",3542069,VA,Decentralized,9508,44198,Replace,Number of Homes Served,2780,Fluvanna,321,,2.55
"51000010118",3542046,VA,Decentralized,9524,44214,New,Number of Homes Served,2781,Franklin,2983,,2.38
"51000010242",3542100,VA,Decentralized,9529,44217,Replace,Number of Homes Served,2781,Franklin,457,,2.38
"51000010050",3541177,VA,Decentralized,9532,44222,New,Number of Homes Served,2782,Frederick,3132,,2.7
"51000010178",3541493,VA,Decentralized,9537,44225,Replace,Number of Homes Served,2782,Frederick,630,,2.7
"51000010064",3541481,VA,Decentralized,9583,44339,New,Number of Homes Served,2783,Giles,630,,2.41
"51000010192",3541508,VA,Decentralized,9586,44347,Replace,Number of Homes Served,2783,Giles,64,,2.41
"51000010232",3542084,VA,Decentralized,9594,44367,Replace,Number of Homes Served,2784,Gloucester,1147,,2.5
"51000010108",3542017,VA,Decentralized,9593,44365,New,Number of Homes Served,2784,Gloucester,3068,,2.5
"51000010026",3540839,VA,Decentralized,9595,44371,New,Number of Homes Served,2785,Goochland,3461,,2.55
"51000010154",3541146,VA,Decentralized,9596,44372,Replace,Number of Homes Served,2785,Goochland,698,,2.55
"51000010059",3541476,VA,Decentralized,9598,44376,New,Number of Homes Served,2786,Grayson,866,,2.25
"51000010187",3541503,VA,Decentralized,9601,44381,Replace,Number of Homes Served,2786,Grayson,249,,2.25
"51000010228",3542073,VA,Decentralized,9603,44388,Replace,Number of Homes Served,2787,Greene,261,,2.57
"51000010104",3541844,VA,Decentralized,9602,44385,New,Number of Homes Served,2787,Greene,2763,,2.57
"51000010031",3540858,VA,Decentralized,9604,44395,New,Number of Homes Served,2788,Greensville,144,,2.26
